Student_ID,Student_Query,Priority
S2097,Bonafide certificate request,Medium
S2098,Bonafide certificate request,Medium
S2099,Campus map request,Low
S2100,Event information query,Low
S2101,Hostel accommodation query,Medium
S2102,Internship letter request,Medium
S2103,Library timings inquiry,Low
S2104,Campus map request,Low
S2105,Hall ticket not generated before exam,High
S2106,Bonafide certificate request,Medium
S2107,Library timings inquiry,Low
S2108,Academic calendar request,Low
S2109,Internship letter request,Medium
S2110,Library access issue,Medium
S2111,Elective subject change request,Medium
S2112,Hall ticket not generated before exam,High
S2113,Bonafide certificate request,Medium
S2114,Website navigation help,Low
S2115,Internship letter request,Medium
S2116,Exam result not published,High
S2117,Hostel accommodation query,Medium
S2118,Fee payment issue before deadline,High
S2119,Exam result not published,High
S2120,Library access issue,Medium
S2121,Scholarship not credited,High
S2122,Website navigation help,Low
S2123,Website navigation help,Low
S2124,Hostel accommodation query,Medium
S2125,Hostel accommodation query,Medium
S2126,Scholarship not credited,High
S2127,Campus map request,Low
S2128,Hostel accommodation query,Medium
S2129,Event information query,Low
S2130,Exam result not published,High
S2131,Event information query,Low
S2132,Campus map request,Low
S2133,Hall ticket not generated before exam,High
S2134,Campus map request,Low
S2135,Elective subject change request,Medium
S2136,Academic calendar request,Low
S2137,Hostel accommodation query,Medium
S2138,Library timings inquiry,Low
S2139,Academic calendar request,Low
S2140,Hall ticket not generated before exam,High
S2141,Website navigation help,Low
S2142,Hostel accommodation query,Medium
S2143,Missed exam due to medical emergency,High
S2144,Scholarship not credited,High
S2145,Website navigation help,Low
S2146,Missed exam due to medical emergency,High
S2147,Hostel accommodation query,Medium
S2148,Scholarship not credited,High
S2149,Library access issue,Medium
S2150,Internship letter request,Medium
S2151,Elective subject change request,Medium
S2152,Missed exam due to medical emergency,High
S2153,Bonafide certificate request,Medium
S2154,Campus map request,Low
S2155,Elective subject change request,Medium
S2156,Bonafide certificate request,Medium
S2157,Elective subject change request,Medium
S2158,Internship letter request,Medium
S2159,Library timings inquiry,Low
S2160,Website navigation help,Low
S2161,Hostel accommodation query,Medium
S2162,Hall ticket not generated before exam,High
S2163,Internship letter request,Medium
S2164,Scholarship not credited,High
S2165,Elective subject change request,Medium
S2166,Academic calendar request,Low
S2167,Fee payment issue before deadline,High
S2168,Elective subject change request,Medium
S2169,Library access issue,Medium
S2170,Hostel accommodation query,Medium
S2171,Event information query,Low
S2172,Event information query,Low
S2173,Scholarship not credited,High
S2174,Website navigation help,Low
S2175,Event information query,Low
S2176,Website navigation help,Low
S2177,Library access issue,Medium
S2178,Campus map request,Low
S2179,Academic calendar request,Low
S2180,Library access issue,Medium
S2181,Scholarship not credited,High
S2182,Campus map request,Low
S2183,Event information query,Low
S2184,Academic calendar request,Low
S2185,Elective subject change request,Medium
S2186,Exam result not published,High
S2187,Library access issue,Medium
S2188,Bonafide certificate request,Medium
S2189,Library access issue,Medium
S2190,Library timings inquiry,Low
S2191,Campus map request,Low
S2192,Campus map request,Low
S2193,Internship letter request,Medium
S2194,Event information query,Low
S2195,Hall ticket not generated before exam,High
S2196,Library access issue,Medium
S2197,Exam result not published,High
S2198,Scholarship not credited,High
S2199,Elective subject change request,Medium
S2200,Hostel accommodation query,Medium
S2201,Exam result not published,High
S2202,Elective subject change request,Medium
S2203,Scholarship not credited,High
S2204,Campus map request,Low
S2205,Exam result not published,High
S2206,Bonafide certificate request,Medium
S2207,Hall ticket not generated before exam,High
S2208,Elective subject change request,Medium
S2209,Academic calendar request,Low
S2210,Hostel accommodation query,Medium
S2211,Website navigation help,Low
S2212,Campus map request,Low
S2213,Library access issue,Medium
S2214,Website navigation help,Low
S2215,Event information query,Low
S2216,Library timings inquiry,Low
S2217,Exam result not published,High
S2218,Hall ticket not generated before exam,High
S2219,Scholarship not credited,High
S2220,Event information query,Low
S2221,Scholarship not credited,High
S2222,Hostel accommodation query,Medium
S2223,Website navigation help,Low
S2224,Exam result not published,High
S2225,Scholarship not credited,High
S2226,Hostel accommodation query,Medium
S2227,Internship letter request,Medium
S2228,Missed exam due to medical emergency,High
S2229,Academic calendar request,Low
S2230,Elective subject change request,Medium
S2231,Fee payment issue before deadline,High
S2232,Library timings inquiry,Low
S2233,Scholarship not credited,High
S2234,Exam result not published,High
S2235,Elective subject change request,Medium
S2236,Event information query,Low
S2237,Hostel accommodation query,Medium
S2238,Exam result not published,High
S2239,Fee payment issue before deadline,High
S2240,Bonafide certificate request,Medium
S2241,Library access issue,Medium
S2242,Fee payment issue before deadline,High
S2243,Website navigation help,Low
S2244,Event information query,Low
S2245,Library access issue,Medium
S2246,Academic calendar request,Low
S2247,Hostel accommodation query,Medium
S2248,Academic calendar request,Low
S2249,Library timings inquiry,Low
S2250,Internship letter request,Medium
S2251,Missed exam due to medical emergency,High
S2252,Event information query,Low
S2253,Exam result not published,High
S2254,Missed exam due to medical emergency,High
S2255,Hall ticket not generated before exam,High
S2256,Fee payment issue before deadline,High
S2257,Hostel accommodation query,Medium
S2258,Scholarship not credited,High
S2259,Exam result not published,High
S2260,Hostel accommodation query,Medium
S2261,Exam result not published,High
S2262,Bonafide certificate request,Medium
S2263,Library timings inquiry,Low
S2264,Website navigation help,Low
S2265,Hall ticket not generated before exam,High
S2266,Library timings inquiry,Low
S2267,Scholarship not credited,High
S2268,Exam result not published,High
S2269,Hostel accommodation query,Medium
S2270,Missed exam due to medical emergency,High
S2271,Library access issue,Medium
S2272,Internship letter request,Medium
S2273,Library access issue,Medium
S2274,Event information query,Low
S2275,Academic calendar request,Low
S2276,Scholarship not credited,High
S2277,Hall ticket not generated before exam,High
S2278,Academic calendar request,Low
S2279,Library timings inquiry,Low
S2280,Fee payment issue before deadline,High
S2281,Missed exam due to medical emergency,High
S2282,Website navigation help,Low
S2283,Scholarship not credited,High
S2284,Bonafide certificate request,Medium
S2285,Hall ticket not generated before exam,High
S2286,Event information query,Low
S2287,Campus map request,Low
S2288,Exam result not published,High
S2289,Exam result not published,High
S2290,Library access issue,Medium
S2291,Bonafide certificate request,Medium
S2292,Library timings inquiry,Low
S2293,Scholarship not credited,High
S2294,Campus map request,Low
S2295,Hall ticket not generated before exam,High
S2296,Elective subject change request,Medium
S2297,Campus map request,Low
S2298,Campus map request,Low
S2299,Campus map request,Low
S2300,Exam result not published,High
S2301,Internship letter request,Medium
S2302,Website navigation help,Low
S2303,Elective subject change request,Medium
S2304,Elective subject change request,Medium
S2305,Internship letter request,Medium
S2306,Scholarship not credited,High
S2307,Library timings inquiry,Low
S2308,Bonafide certificate request,Medium
S2309,Hall ticket not generated before exam,High
S2310,Internship letter request,Medium
S2311,Library timings inquiry,Low
S2312,Hostel accommodation query,Medium
S2313,Hostel accommodation query,Medium
S2314,Missed exam due to medical emergency,High
S2315,Event information query,Low
S2316,Campus map request,Low
S2317,Exam result not published,High
S2318,Scholarship not credited,High
S2319,Fee payment issue before deadline,High
S2320,Website navigation help,Low
S2321,Library timings inquiry,Low
S2322,Missed exam due to medical emergency,High
S2323,Hall ticket not generated before exam,High
S2324,Fee payment issue before deadline,High
S2325,Library timings inquiry,Low
S2326,Scholarship not credited,High
S2327,Missed exam due to medical emergency,High
S2328,Missed exam due to medical emergency,High
S2329,Elective subject change request,Medium
S2330,Missed exam due to medical emergency,High
S2331,Event information query,Low
S2332,Website navigation help,Low
S2333,Internship letter request,Medium
S2334,Academic calendar request,Low
S2335,Bonafide certificate request,Medium
S2336,Academic calendar request,Low
S2337,Hall ticket not generated before exam,High
S2338,Hall ticket not generated before exam,High
S2339,Fee payment issue before deadline,High
S2340,Hall ticket not generated before exam,High
S2341,Website navigation help,Low
S2342,Exam result not published,High
S2343,Event information query,Low
S2344,Bonafide certificate request,Medium
S2345,Academic calendar request,Low
S2346,Scholarship not credited,High
S2347,Library access issue,Medium
S2348,Scholarship not credited,High
S2349,Hostel accommodation query,Medium
S2350,Missed exam due to medical emergency,High
S2351,Website navigation help,Low
S2352,Event information query,Low
S2353,Exam result not published,High
S2354,Hostel accommodation query,Medium
S2355,Exam result not published,High
S2356,Hostel accommodation query,Medium
S2357,Missed exam due to medical emergency,High
S2358,Bonafide certificate request,Medium
S2359,Exam result not published,High
S2360,Academic calendar request,Low
S2361,Scholarship not credited,High
S2362,Scholarship not credited,High
S2363,Library timings inquiry,Low
S2364,Elective subject change request,Medium
S2365,Exam result not published,High
S2366,Event information query,Low
S2367,Fee payment issue before deadline,High
S2368,Library access issue,Medium
S2369,Website navigation help,Low
S2370,Internship letter request,Medium
